course_code, subject_name, credits_registered, credits_earned, grade, grade_point, result_id, new_grade
CH462, PLANT UTILITIES, 3, 3, B, 8, 2173, A
MEPE12, RAPID PROTOTYPING, 3, 3, A, 8.22, 725, A
ME202, COMPUTER AIDED ENGINEERING DRAWING, 2, 2, A, 9, 3484, S
CV46, ENGINEERING MANAGEMENT AND ENTREPRENEURSHIP, 3, 3, A, 8.45, 1772, A
ME606, MECHATRONICS AND  MICROPROCESSOR, 3, 3, B, 7.04, 871, B
MEL203, WORKSHOP PRACTICE, 2, 2, S, 10, 3563, S+
HSS204M, KANNADA MANASU, 0, 0, Pass, 0, 2615, F
IS82IN, INTERNSHIP, 4, 4, S, 9.36, 3961, S
CS201, FUNDAMENTALS OF COMPUTING, 3, 3, C, 6.13, 3011, C
IS62B2, DISTRIBUTED STORAGE TECHNOLOGIES, 4, 4, B, 8, 380, A
CS1543, INTRODUCTION TO MICROPROCESSORS AND MICROCONTROLLERS, 4, 4, C, 7.52, 1374, B
ME802, SEMINAR / INDUSTRIAL TRAINING, 1, 1, S, 10, 4428, S+
BTPE13, DRUG DESIGN AND DEVELOPMENT, 3, 3, A, 8.83, 4724, A
AR404, CLIMATE RESPONSIVE ARCHITECTURE, 3, 3, A, 9.18, 2441, S
CHYL201, ENGINEERING CHEMISTRY LAB, 1, 1, S+, 0, 2576, F
PHY201, ENGINEERING PHYSICS, 4, 4, S+, 0, 3243, F
IS511, DATA COMMUNICATION, 4, 4, A, 8.31, 1, A
MEMAT41, ENGINEERING MATHEMATICS-IV, 4, 4, E, 3.12, 1959, F
AR202, BUILDING MATERIALS & CONSTRUCTION TECHNOLOGY II, 4, 4, A, 9.92, 3725, S
EE43, SIGNALS & SYSTEMS, 4, 4, A, 9.22, 2306, S
EC44, MICROPROCESSORS, 4, 4, E, 3.41, 1722, F
PHY201, ENGINEERING PHYSICS, 4, 4, S, 10, 3507, S+
MEPE18, SMART MATERIALS, 3, 3, B, 8, 4523, A
AL201, ENGINEERING DESIGN, 2, 2, S+, 0, 2539, F
EC41, MATHEMATICS - IV, 4, 4, A, 9, 1667, S
EE803, PROJECT, 16, 16, A, 9, 4784, S
CSL201, FUNDAMENTALS OF COMPUTING LAB, 1, 1, B, 8, 3223, A
AL201, ENGINEERING DESIGN, 2, 2, S, 9.9, 3414, S
CS201, FUNDAMENTALS OF COMPUTING, 3, 3, A, 8.77, 3351, A
CVL48, ENGINEERING GEOLOGY LABORATORY, 1, 1, A, 8.83, 1770, A
CV604, ENGINEERING MANAGEMENT AND ENTREPRENEURSHIP, 3, 3, A, 9.18, 549, S
MEPE08, NANO TECHNOLOGY, 3, 3, A, 9, 4470, S
CHL601, CHEMICAL REACTION ENGINEERING LABORATORY, 2, 2, S, 9.96, 973, S
ME603, FINITE ELEMENT ANALYSIS, 4, 4, C, 7.66, 726, B
IS632, OPERATING SYSTEM AND UNIX, 4, 4, A, 8.07, 297, A
CS201, FUNDAMENTALS OF COMPUTING, 3, 3, B, 8.33, 3206, A
HSS202, ENVIRONMENTAL STUDIES, 2, 2, A, 9, 3569, S
BT45, ENZYME TECHNOLOGY, 4, 4, B, 7.55, 2224, B
CS1563, COMPUTER SECURITY, 4, 4, C, 6.66, 165, C
ME202, COMPUTER AIDED ENGINEERING DRAWING, 2, 2, S, 9.23, 2991, S
ML803, INTERNSHIP, 1, 1, A, 9, 4845, S
ME606, MECHATRONICS AND  MICROPROCESSOR, 3, 3, A, 9.32, 835, S
ME202, COMPUTER AIDED ENGINEERING DRAWING, 2, 2, C, 7.7, 3458, B
MLPE21, MEDICAL INFORMATICS, 3, 3, B, 8, 1108, A
AL201, ENGINEERING DESIGN, 2, 2, S, 10, 2766, S+
MAT201, ENGINEERING MATHEMATICS-II, 4, 4, S, 10, 3517, S+
PHYL201, ENGINEERING PHYSICS LAB, 1, 1, S, 10, 3306, S+
ME201, ELEMENTS OF MECHANICAL ENGINEERING, 4, 4, A, 9, 2501, S
EC201, BASIC ELECTRONICS, 4, 4, A, 9, 2623, S
MEOE08, NON-DESTRUCTIVE TESTING, 3, 3, S, 9.39, 4692, S
ME603L, FINITE ELEMENT ANALYSIS LABORATORY, 1, 1, A, 9, 737, S
EC602, ANALOG AND MIXED MODE VLSI DESIGN, 3, 3, A, 9, 508, S
AR608, WORKING DRAWING, 1, 1, C, 7.37, 1226, B
CH42, MASS TRANSFER - I, 4, 4, S, 10, 2160, S+
IML47, MANUFACTURING PROCESSES AND MACHINE TOOLS LAB, 1, 1, B, 8, 1610, A
AR207, COMPUTERS IN ARCHITECTURE I, 1, 1, A, 9, 3693, S
MEL203, WORKSHOP PRACTICE, 2, 2, S, 10, 3575, S+
MAT201, ENGINEERING MATHEMATICS-II, 4, 4, S, 9.85, 3165, S
CH42, MASS TRANSFER - I, 4, 4, A, 9, 2171, S
IS62B1, FILE STRUCTURES, 4, 4, A, 8.58, 285, A
ME803, PROJECT WORK, 12, 12, S, 10, 4465, S+
EC201, BASIC ELECTRONICS, 4, 4, S+, 0, 2884, F
EC602, ANALOG AND MIXED MODE VLSI DESIGN, 3, 0, F, 0, 479, F
ME803, PROJECT WORK, 12, 12, A, 9, 4545, S
AR403, THEORY OF ARCHITECTURE II, 3, 3, B, 8, 2498, A
AR606, BUILDING SERVICES IV, 3, 3, A, 9, 1196, S
MAT201, ENGINEERING MATHEMATICS-II, 4, 4, D, 5.24, 3411, D
CHPE055, RESEARCH METHODOLOGY AND TECHNICAL REPORT WRITING, 3, 3, A, 9.39, 4692, S
MAT201, ENGINEERING MATHEMATICS-II, 4, 4, E, 4, 2645, E
TC44, SYSTEMS MODELING AND CONTROL, 4, 4, A, 9.81, 2098, S
AR601, ARCHITECTURAL DESIGN V, 7, 7, A, 9, 1216, S
IS811, PROJECT WORK, 19, 19, S, 10, 3909, S+
CV802, PROJECT WORK, 12, 12, A, 9.74, 4338, S
CV201, BASIC CIVIL ENGINEERING AND MECHANICS, 4, 4, A, 9, 3219, S
MAT201, ENGINEERING MATHEMATICS-II, 4, 0, F, 0, 3315, F
MEL203, WORKSHOP PRACTICE, 2, 2, S, 10, 2625, S+
HSS203, PROFESSIONAL COMMUNICATION, 2, 2, S, 9.09, 3531, S
BTPE13, DRUG DESIGN AND DEVELOPMENT, 3, 3, C, 6.24, 4706, C
CS812, PROJECT, 18, 18, S, 9.11, 3801, S
CV201, BASIC CIVIL ENGINEERING AND MECHANICS, 4, 4, S, 9.71, 3248, S
IS631L, SYSTEM SOFTWARE  LAB, 1, 1, S, 9.7, 304, S
IS631L, SYSTEM SOFTWARE  LAB, 1, 1, S, 10, 336, S+
MAT201, ENGINEERING MATHEMATICS-II, 4, 4, S, 10, 3371, S+
BTL47, MOLECULAR BIOLOGY LAB, 1, 1, A, 9.12, 2204, S
MLPE22, MEDICAL OPTICS, 3, 3, A, 8.28, 1135, A
AL201, ENGINEERING DESIGN, 2, 2, S, 10, 2744, S+
MEL203, WORKSHOP PRACTICE, 2, 2, B, 8, 3538, A
EC602, ANALOG AND MIXED MODE VLSI DESIGN, 3, 0, F, 0, 503, F
AR601, ARCHITECTURAL DESIGN V, 7, 7, S, 10, 1263, S+
CV602, DESIGN OF STRUCTURAL STEEL ELEMENTS, 3, 3, E, 4, 620, E
CV44, CONCRETE TECHNOLOGY, 4, 4, A, 8.93, 1862, A
CS1543, INTRODUCTION TO MICROPROCESSORS AND MICROCONTROLLERS, 4, 4, C, 7.39, 1310, B
EC41, MATHEMATICS - IV, 4, 4, B, 7, 1723, B
BT801, BIOETHICS AND BIOSAFETY, 3, 3, A, 9, 4730, S
EC604, ANTENNAS AND PROPAGATION, 3, 3, A, 9, 443, S
AR602, BUILDING MATERIALS & CONSTRUCTION TECHNOLOGY VI, 4, 4, A, 8.33, 1278, A
ME201, ELEMENTS OF MECHANICAL ENGINEERING, 4, 0, NE, 0, 1505, F
CVL47, SURVEYING PRACTICE, 2, 2, B, 8, 1876, A
EC43, CONTROL SYSTEMS, 4, 4, A, 8.42, 1738, A
CHYL201, ENGINEERING CHEMISTRY LAB, 1, 1, A, 8.74, 2500, A
AL201, ENGINEERING DESIGN, 2, 2, S, 9.2, 2743, S
IM43, MACHINE TOOL TECHNOLOGY, 4, 4, A, 9.46, 1584, S
MEL203, WORKSHOP PRACTICE, 2, 2, A, 9, 2634, S
EC601, DIGITAL COMMUNICATION, 4, 4, C, 7, 435, B
ME461, ROBOTICS, 3, 3, A, 8.19, 1966, A
PHY201, ENGINEERING PHYSICS, 4, 4, B, 7.94, 3265, B
ME606, MECHATRONICS AND  MICROPROCESSOR, 3, 3, B, 8.26, 732, A
HSS203, PROFESSIONAL COMMUNICATION, 2, 2, A, 9, 2991, S
HSS203, PROFESSIONAL COMMUNICATION, 2, 2, A, 8.58, 3161, A
ML802, MANAGEMENT AND ENTREPRENEURSHIP, 4, 4, D, 5, 4833, D
TCL606, DIGITAL COMMUNICATION LAB, 1, 1, S, 10, 919, S+
EE201, BASIC ELECTRICAL ENGINEERING, 4, 4, B, 8, 2814, A
CSL201, FUNDAMENTALS OF COMPUTING LAB, 1, 1, S+, 0, 3188, F
MEL203, WORKSHOP PRACTICE, 2, 2, S, 9.86, 2892, S
MAT201, ENGINEERING MATHEMATICS-II, 0, 0, W, 0, 3488, F
ME802, SEMINAR / INDUSTRIAL TRAINING, 1, 1, A, 9, 4458, S
CVL47, SURVEYING PRACTICE, 2, 2, S, 10, 1808, S+
HSS204K, KANNADA KALI, 0, 0, Pass, 0, 2752, F
CV44, CONCRETE TECHNOLOGY, 4, 4, B, 7.02, 1880, B
BT801, BIOETHICS AND BIOSAFETY, 3, 3, A, 9, 4723, S
PHY201, ENGINEERING PHYSICS, 4, 4, S+, 0, 3532, F
EC601L, DIGITAL COMMUNICATION LAB, 1, 1, B, 8.91, 517, A
IS52A2, EMBEDDED COMPUTING, 4, 4, A, 9.06, 110, S
CH602, MASS TRANSFER - II, 4, 4, B, 7.23, 959, B
HSS203, PROFESSIONAL COMMUNICATION, 2, 2, A, 9, 3516, S
IS633L, PROJECT BASED LEARNING, 2, 2, B, 8.08, 331, A
ECPE10, LINEAR ALGEBRA, 4, 4, A, 9, 430, S
CS1562, EMBEDDED SYSTEMS, 4, 4, A, 8.87, 237, A
BT607L, BIOREACTION ENGINEERING LAB, 1, 1, S, 10, 1015, S+
AR405, ARCHITECTURAL STRUCTURES IV, 3, 3, B, 7.53, 2463, B
EI45, CONTROL SYSTEMS, 4, 4, B, 8, 2403, A
ECL47, SIGNALS AND CONTROLS LAB, 1, 1, S, 9.21, 1667, S
CV602, DESIGN OF STRUCTURAL STEEL ELEMENTS, 3, 3, A, 9.31, 651, S
AR604, ESTIMATION & COSTING, 3, 3, B, 7.34, 1201, B
CSL201, FUNDAMENTALS OF COMPUTING LAB, 1, 1, B, 8, 3295, A
CHY201, ENGINEERING CHEMISTRY, 4, 4, S, 10, 2934, S+
EE801, INTELLECTUAL PROPERTY RIGHTS, 2, 2, B, 7.6, 4794, B
HSS202, ENVIRONMENTAL STUDIES, 2, 2, S+, 0, 2855, F
BT603, BIOREACTION ENGINEERING, 4, 4, B, 8.95, 1033, A
EE45, ELECTRICAL MACHINES - II, 4, 4, A, 9.93, 2313, S
CHY201, ENGINEERING CHEMISTRY, 4, 4, A, 9.15, 3633, S
IML48, COMPUTER AIDED MACHINE DRAWING LAB, 1, 1, A, 8.21, 1599, A
ME604, PROFESSIONAL ETHICS, 2, 2, B, 8, 708, A
IS624L, JAVA AND J2EE LAB, 1, 1, B, 7.32, 380, B
EC44, MICROPROCESSORS, 4, 4, A, 9.15, 1624, S
MES81, ENERGY ENGINEERING, 3, 3, A, 9.57, 4552, S
MLL607, DIAGNOSTIC AND THERAPEUTIC EQUIPMENT LAB, 1, 1, S, 10, 1109, S+
IS624, JAVA AND J2EE, 4, 4, A, 9.95, 395, S
EE201, BASIC ELECTRICAL ENGINEERING, 4, 4, B, 8.23, 3245, A
TC603, SATELLITE COMMUNICATIONS, 3, 3, B, 7.61, 918, B
CSPE12, SOFTWARE DEFINED NETWORKS, 4, 4, C, 7, 214, B
HSS204K, KANNADA KALI, 0, 0, Pass, 0, 3653, F
HSS203, PROFESSIONAL COMMUNICATION, 2, 2, A, 8.44, 3444, A
MLL610, MINI PROJECT, 4, 4, B, 7.11, 1101, B
AR206, SURVEYING & LEVELING, 2, 2, S, 9.3, 3671, S
MAT201, ENGINEERING MATHEMATICS-II, 4, 4, S+, 0, 2730, F
CS1562, EMBEDDED SYSTEMS, 4, 4, A, 9.65, 194, S
AR603, RESEARCH METHODOLOGY, 2, 2, B, 7.52, 1233, B
HSS202, ENVIRONMENTAL STUDIES, 2, 0, NE, 0, 2763, F
ECPE10, LINEAR ALGEBRA, 4, 4, A, 9, 521, S
IS416, FINITE AUTOMATA AND FORMAL LANGUAGES, 4, 4, B, 8.58, 1546, A
ME201, ELEMENTS OF MECHANICAL ENGINEERING, 4, 4, B, 8.97, 2904, A
IS624, JAVA AND J2EE, 4, 4, A, 8, 345, A
EC801, OPTICAL FIBER COMMUNICATION, 3, 0, X, 0, 4102, F
ECPE25, MACHINE LEARNING, 4, 4, B, 8, 467, A
MEMAT41, ENGINEERING MATHEMATICS-IV, 4, 4, E, 4.38, 1910, E
IS515, SOFTWARE ENGINEERING, 4, 4, A, 8.35, 19, A
ECPE07, IMAGE PROCESSING, 4, 4, B, 8, 455, A
CHY201, ENGINEERING CHEMISTRY, 4, 4, S, 10, 2513, S+
IS511, DATA COMMUNICATION, 4, 0, X, 0, 80, F
BTPE13, DRUG DESIGN AND DEVELOPMENT, 3, 3, C, 7, 4699, B
EC801, OPTICAL FIBER COMMUNICATION, 3, 3, B, 8, 4149, A
ME601, MACHINE DEISGN - II, 4, 4, B, 7.22, 703, B
ME604, PROFESSIONAL ETHICS, 2, 2, A, 8.3, 832, A
BT43, BIOCHEMICAL THERMODYNAMICS, 4, 4, A, 9, 2237, S
IS435, MICROPROCESSORS, 4, 4, C, 7.53, 1456, B
AR603, RESEARCH METHODOLOGY, 2, 2, C, 7.54, 1269, B
EC201, BASIC ELECTRONICS, 4, 4, D, 5.94, 2770, D
EC43, CONTROL SYSTEMS, 4, 4, E, 3.82, 1660, F
CV43, TRANSPORTATION ENGINEERING - I, 4, 4, B, 8, 1837, A
BTL48, UNIT OPERATIONS LAB, 1, 1, B, 8, 2216, A
CH44, PROCESS HEAT TRANSFER, 4, 0, F, 0, 970, F
CH462, PLANT UTILITIES, 3, 3, C, 6.56, 2187, C
AR405, ARCHITECTURAL STRUCTURES IV, 3, 3, A, 9.7, 2488, S
CH804, SEMINAR, 1, 1, A, 9.44, 4681, S
HSS202, ENVIRONMENTAL STUDIES, 2, 2, S, 9.36, 2600, S
CSOE01, PYTHON APPLICATION PROGRAMMING, 3, 0, X, 0, 4419, F
ME605, HYDRAULICS AND PNEUMATICS, 3, 3, A, 9, 744, S
AR404, CLIMATE RESPONSIVE ARCHITECTURE, 3, 3, B, 8, 2462, A
MEPE30, OPERATIONS  MANAGEMENT, 3, 3, S, 10, 842, S+
EE41, ENGINEERING MATHEMATICS-IV, 4, 4, B, 8.01, 2314, A
HSS204M, KANNADA MANASU, 0, 0, Pass, 0, 3586, F
AR804, PROFESSIONAL PRACTICE II, 3, 3, A, 8.22, 4875, A
ME201, ELEMENTS OF MECHANICAL ENGINEERING, 4, 4, A, 9.81, 3644, S
ME201, ELEMENTS OF MECHANICAL ENGINEERING, 4, 4, A, 8.61, 2846, A
CS201, FUNDAMENTALS OF COMPUTING, 3, 3, A, 8.9, 2787, A
EC201, BASIC ELECTRONICS, 4, 4, B, 8.94, 2713, A
CV802, PROJECT WORK, 12, 12, A, 9.72, 4289, S
MEL203, WORKSHOP PRACTICE, 2, 2, S, 9.5, 2586, S
CV608L, ENVIRONMENTAL ENGINEERING LABORATORY, 2, 2, A, 9, 571, S
CHY201, ENGINEERING CHEMISTRY, 4, 0, F, 0, 583, F
IS515L, SOFTWARE ENGINEERING LAB, 1, 1, S, 10, 85, S+
AR607, SUSTAINABLE / ENVIRONMENTAL DESIGN, 2, 2, A, 9.06, 1203, S
BT801, BIOETHICS AND BIOSAFETY, 3, 3, A, 8.35, 4717, A
MAT201, ENGINEERING MATHEMATICS-II, 4, 4, A, 8.06, 2604, A
ME601, MACHINE DEISGN - II, 4, 4, A, 9, 833, S
ME202, COMPUTER AIDED ENGINEERING DRAWING, 2, 0, X, 0, 3315, F
IS633L, PROJECT BASED LEARNING, 2, 2, S, 10, 294, S+
MEPE23, COMPUTATIONAL FLUID DYNAMICS, 3, 3, A, 8.51, 851, A
AR806, CONSTRUCTION MANAGEMENT, 3, 3, B, 8.38, 4933, A
CHY201, ENGINEERING CHEMISTRY, 4, 4, S, 10, 3613, S+
MEMAT41, ENGINEERING MATHEMATICS-IV, 4, 4, A, 8.93, 1972, A
EC601, DIGITAL COMMUNICATION, 4, 4, B, 8.09, 426, A
PHY201, ENGINEERING PHYSICS, 4, 4, A, 8.06, 3487, A
IS514L, OPERATING SYSTEM LAB, 1, 1, S, 9.06, 5, S
IS512L, MICROPROCESSORS LAB, 1, 1, B, 7.93, 55, B
HSS204M, KANNADA MANASU, 0, 0, Pass, 0, 2923, F
IM45, INVENTORY MANAGEMENT, 4, 4, A, 9.19, 1582, S
ME201, ELEMENTS OF MECHANICAL ENGINEERING, 4, 4, B, 8.39, 2609, A
CHY201, ENGINEERING CHEMISTRY, 4, 4, S+, 0, 2656, F
IS442, DATA COMMUNICATION, 4, 4, A, 8.86, 1560, A
MEMAT41, ENGINEERING MATHEMATICS-IV, 4, 0, F, 0, 2030, F
EC462, HARDWARE DESCRPITION LANGUAGE, 3, 0, F, 0, 1642, F
MEL203, WORKSHOP PRACTICE, 2, 2, S, 10, 2882, S+
MAT201, ENGINEERING MATHEMATICS-II, 4, 4, S+, 0, 2866, F
EC41, MATHEMATICS - IV, 4, 0, NE, 0, 451, F
PHY201, ENGINEERING PHYSICS, 4, 4, C, 7.49, 3480, B
CS201, FUNDAMENTALS OF COMPUTING, 3, 3, S, 10, 3067, S+
EC43, CONTROL SYSTEMS, 4, 4, D, 4.27, 1663, E
CV43, TRANSPORTATION ENGINEERING - I, 4, 0, F, 0, 1847, F
CV43, TRANSPORTATION ENGINEERING - I, 4, 4, C, 7.06, 1854, B
IS82ECA, EXTRA/ CO-CURRICULAR ACTIVITIES, 2, 2, A, 8.42, 3972, A
EE803, PROJECT, 16, 16, S, 10, 4754, S+
ME603, FINITE ELEMENT ANALYSIS, 4, 4, B, 8, 867, A
CSL1561, UNIX SYSTEMS PROGRAMMING LABORATORY, 2, 2, B, 8, 278, A
IT930, AUTOMOBILE INSTRUMENTATION, 4, 4, S, 10, 4014, S+
EI915, AIRCRAFT INSTRUMENTATION, 4, 4, B, 8.13, 1189, A
CV802, PROJECT WORK, 12, 12, S, 10, 4285, S+
CHYL201, ENGINEERING CHEMISTRY LAB, 1, 1, S, 10, 2905, S+
CV803, SEMINAR, 1, 1, A, 8.98, 4352, A
HSS201, CONSTITUTION OF INDIA AND ETHICS, 2, 2, A, 8.11, 2888, A
IS514, OPERATING SYSTEMS, 4, 0, X, 0, 116, F
ME45, FLUID MECHANICS, 4, 4, S, 10, 1991, S+
HSS201, CONSTITUTION OF INDIA AND ETHICS, 2, 2, B, 7.35, 2714, B
MEL203, WORKSHOP PRACTICE, 2, 2, S+, 0, 2713, F
ML46-2, MICROCONTROLLER -MSP430, 4, 4, S, 10, 2338, S+
EE602L, POWER ELECTRONICS LAB, 1, 1, S, 9.11, 1063, S
IS435L, MICROPROCESSORS LAB, 1, 1, A, 9.07, 1503, S
AR806, CONSTRUCTION MANAGEMENT, 3, 3, B, 7.55, 4897, B
PHYL201, ENGINEERING PHYSICS LAB, 1, 1, S, 10, 3261, S+
ME202, COMPUTER AIDED ENGINEERING DRAWING, 2, 2, B, 7.48, 2973, B
IMPE19, ORGANIZATIONAL BEHAVIOR, 3, 3, A, 8.79, 4074, A
MES81, ENERGY ENGINEERING, 3, 3, A, 9.29, 4494, S
MLL610, MINI PROJECT, 4, 4, A, 9, 1128, S
PHYL201, ENGINEERING PHYSICS LAB, 1, 1, S+, 0, 3334, F
HSS201, CONSTITUTION OF INDIA AND ETHICS, 2, 2, A, 9.53, 2524, S
CHL48, MECHANICAL OPERATIONS LABORATORY, 1, 1, B, 8, 2147, A
CSL1562, EMBEDDED SYSTEMS LABORATORY, 1, 1, S, 10, 137, S+
IS511, DATA COMMUNICATION, 4, 4, A, 9.65, 66, S
MES81, ENERGY ENGINEERING, 3, 3, S, 9.11, 4483, S
CSL201, FUNDAMENTALS OF COMPUTING LAB, 1, 0, F, 0, 3457, F
TCL48, SYSTEMS SIMULATION LAB, 1, 1, B, 7.23, 2125, B
PHYL201, ENGINEERING PHYSICS LAB, 1, 1, S, 10, 3213, S+
ME202, COMPUTER AIDED ENGINEERING DRAWING, 2, 2, S, 9.16, 3451, S
EC605, ENTREPRENEURSHIP & MANAGEMENT, 2, 2, S, 9.49, 496, S
IS514L, OPERATING SYSTEM LAB, 1, 1, S, 9.23, 122, S
EEL47, MICROCONTROLLERS: PROGRAMMING & INTERFACING LAB., 1, 0, NE, 0, 2278, F
ML43, SIGNALS AND SYSTEMS, 4, 4, C, 7.96, 2362, B
AR406, BUILDING SERVICES II, 3, 3, A, 9.84, 2447, S
CHY201, ENGINEERING CHEMISTRY, 4, 4, C, 6.86, 2832, C
HSS203, PROFESSIONAL COMMUNICATION, 2, 2, B, 8.21, 3157, A
IS416, FINITE AUTOMATA AND FORMAL LANGUAGES, 4, 4, B, 8.4, 1565, A
MEL203, WORKSHOP PRACTICE, 2, 2, S, 10, 2546, S+
IS523, INTELLECTUAL PROPERTY RIGHTS, 2, 2, A, 9, 99, S
PHY201, ENGINEERING PHYSICS, 4, 4, S, 10, 3066, S+
ME603, FINITE ELEMENT ANALYSIS, 4, 4, B, 8, 769, A
CV605, DESIGN AND DETAILING OF RC STRUCTURES, 4, 4, A, 8.54, 662, A
MEL203, WORKSHOP PRACTICE, 2, 2, S, 10, 3570, S+
CV608L, ENVIRONMENTAL ENGINEERING LABORATORY, 2, 0, NE, 0, 4371, F
BT607L, BIOREACTION ENGINEERING LAB, 1, 1, S, 10, 1005, S+
IS512L, MICROPROCESSORS LAB, 1, 0, F, 0, 80, F
CV801, EXTENSIVE SURVEY PROJECT, 4, 4, A, 9.56, 4339, S
AR402, BUILDING MATERIALS & CONSTRUCTION TECHNOLOGY IV, 4, 4, A, 8.3, 2474, A
CS1543, INTRODUCTION TO MICROPROCESSORS AND MICROCONTROLLERS, 4, 4, B, 7.43, 1279, B
IS414L, DESIGN AND ANALYSIS OF ALGORITHMS LAB, 1, 1, A, 9, 1447, S
ME404, KINEMATICS OF MACHINES, 4, 0, NE, 0, 684, F
MEL203, WORKSHOP PRACTICE, 2, 2, S+, 0, 2921, F
EI601, ADVANCED EMBEDDED CONTROLLERS, 4, 4, A, 8.04, 1181, A
ISMAT41, ENGINEERING MATHEMATICS-IV, 4, 4, E, 4.54, 1527, E
ME48L, MANUFACTURING PROCESS LABORATORY - I, 1, 1, B, 8.72, 1962, A
AR602, BUILDING MATERIALS & CONSTRUCTION TECHNOLOGY VI, 4, 0, F, 0, 1251, F
EE201, BASIC ELECTRICAL ENGINEERING, 4, 4, E, 3.66, 2990, F
MEOE06, NON-CONVENTIONAL ENERGY SOURCES, 3, 3, B, 8.92, 4065, A
CHL48, MECHANICAL OPERATIONS LABORATORY, 1, 1, S, 9.17, 2193, S
AL601, INTELLECTUAL PROPERTY RIGHTS, 2, 2, A, 9.47, 955, S
MEL203, WORKSHOP PRACTICE, 2, 2, S, 9.96, 3599, S
ME462, MANAGEMENT AND ENTREPRENEURSHIP, 3, 3, S, 10, 1888, S+
MEL203, WORKSHOP PRACTICE, 2, 2, S+, 0, 2709, F
HSS202, ENVIRONMENTAL STUDIES, 2, 2, B, 8, 3555, A
IS416, FINITE AUTOMATA AND FORMAL LANGUAGES, 4, 4, C, 7.53, 1483, B
CHYL201, ENGINEERING CHEMISTRY LAB, 1, 1, S+, 0, 2513, F
MEL203, WORKSHOP PRACTICE, 2, 2, S, 10, 2910, S+
CSL201, FUNDAMENTALS OF COMPUTING LAB, 1, 0, NE, 0, 3052, F
EC602, ANALOG AND MIXED MODE VLSI DESIGN, 3, 3, B, 7.87, 497, B
IS512, MICROPROCESSORS, 4, 0, X, 0, 47, F
ME43, APPLIED THERMODYNAMICS, 4, 4, B, 8.31, 1928, A
CVL48, ENGINEERING GEOLOGY LABORATORY, 1, 1, B, 8.72, 1796, A
MAT201, ENGINEERING MATHEMATICS-II, 4, 4, C, 7.28, 2908, B
ME201, ELEMENTS OF MECHANICAL ENGINEERING, 4, 4, E, 4.6, 2703, E
CS1563, COMPUTER SECURITY, 4, 4, A, 9, 184, S
CHL601, CHEMICAL REACTION ENGINEERING LABORATORY, 2, 2, S, 9.64, 987, S
IM801, TOTAL QUALITY MANAGEMENT, 3, 3, A, 8.38, 4068, A
IS514, OPERATING SYSTEMS, 4, 4, A, 9, 24, S
AL601, INTELLECTUAL PROPERTY RIGHTS, 2, 2, S, 10, 980, S+
EC602, ANALOG AND MIXED MODE VLSI DESIGN, 3, 3, A, 9, 459, S
HSS201, CONSTITUTION OF INDIA AND ETHICS, 2, 2, S, 10, 3390, S+
IS514L, OPERATING SYSTEM LAB, 1, 1, A, 8.22, 117, A
MAT201, ENGINEERING MATHEMATICS-II, 4, 4, S+, 0, 3464, F
CS1564, COMPUTER GRAPHICS, 4, 4, B, 7.88, 156, B
ME201, ELEMENTS OF MECHANICAL ENGINEERING, 4, 4, S, 10, 3653, S+
HSS204K, KANNADA KALI, 0, 0, Pass, 0, 2595, F
ME202, COMPUTER AIDED ENGINEERING DRAWING, 2, 2, S, 10, 3479, S+
IS333L, DATA STRUCTURES LAB, 1, 1, A, 9.29, 54, S
MAT201, ENGINEERING MATHEMATICS-II, 4, 4, D, 5, 2749, D
ME602, MANUFACTURING PROCESS - III, 3, 3, A, 9.62, 709, S
EE201, BASIC ELECTRICAL ENGINEERING, 4, 4, A, 9.67, 3084, S
EI601, ADVANCED EMBEDDED CONTROLLERS, 4, 4, C, 7.23, 1187, B
PHY201, ENGINEERING PHYSICS, 4, 4, E, 4, 3284, E
IS82ECA, EXTRA/ CO-CURRICULAR ACTIVITIES, 2, 2, A, 9.92, 3877, S
IS414L, DESIGN AND ANALYSIS OF ALGORITHMS LAB, 1, 1, B, 8.57, 1491, A
TC42, MICRO CONTROLLER, 4, 4, C, 7, 2096, B
EE602, POWER ELECTRONICS, 4, 4, S, 10, 1069, S+
PHYL201, ENGINEERING PHYSICS LAB, 1, 1, A, 9, 3326, S
HSS203, PROFESSIONAL COMMUNICATION, 2, 2, S, 10, 3465, S+
CS1543, INTRODUCTION TO MICROPROCESSORS AND MICROCONTROLLERS, 4, 4, B, 7.29, 1370, B
IS515L, SOFTWARE ENGINEERING LAB, 1, 1, S, 10, 59, S+
CVPE667, GREEN BUILDING TECHNOLOGY, 4, 0, X, 0, 4350, F
CS1541, COMPUTER ORGANIZATION, 4, 4, B, 7.24, 1393, B
TC43, MICOELECTRONICS, 4, 4, A, 8.68, 2099, A
AL201, ENGINEERING DESIGN, 2, 2, S+, 0, 2626, F
CSOE01, PYTHON APPLICATION PROGRAMMING, 3, 3, A, 8.99, 4498, A
CS201, FUNDAMENTALS OF COMPUTING, 3, 3, D, 5.59, 3032, D
ME47L, APPLIED THERMODYNAMICS LABORATORY, 1, 1, S, 10, 2000, S+
HSS201, CONSTITUTION OF INDIA AND ETHICS, 2, 2, S, 10, 3613, S+
IS416, FINITE AUTOMATA AND FORMAL LANGUAGES, 4, 4, B, 8, 1499, A
